check_name,category,matched_rule_ids,confidence,reasoning
ibm_vsi_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports,deep_review,,none,"The compliance check is about restricting high-risk TCP ingress from the internet, but none of the candidates address security group or network access control rules."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22,deep_review,,none,"The compliance check is about security group ingress rules allowing SSH from the internet, but none of the candidates address network security group configurations or port restrictions."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_3389,deep_review,,none,"The compliance check is about restricting inbound internet access to TCP port 3389 on a security group, but none of the candidates address network security group rules or port-level ingress controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888,deep_review,,none,"The compliance check is about restricting specific TCP ports on security groups, but none of the candidates address network security group or ingress rule configurations."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601,deep_review,,none,"The compliance check is about restricting internet ingress to specific TCP ports on security groups, but none of the candidates address network security group rules or port-level access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_ftp_20_21,deep_review,,none,"The compliance check is about restricting FTP ports in security groups, but none of the candidates address network security group rules or ingress controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_kafka_9092,deep_review,,none,"The compliance check is about a specific security group ingress rule allowing internet traffic to TCP port 9092 (Kafka), but none of the candidates address network security group configurations or ingress rule restrictions."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_memcached_11211,deep_review,,none,"The compliance check is about restricting ingress to a specific TCP port, but none of the candidates address security group rules or network access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_mongodb_27017_27018,deep_review,,none,"The compliance check is about restricting ingress to MongoDB ports, but none of the candidates address security group rules or network access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306,deep_review,,none,"The compliance check is about restricting MySQL port 3306 ingress from the internet, but none of the candidates address security group or network access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483,deep_review,,none,"The compliance check is about a specific security group ingress rule for Oracle ports, but none of the candidates address security group configurations or network access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_postgres_5432,deep_review,,none,"The check name is about a specific security group rule allowing internet ingress to PostgreSQL port 5432, but none of the candidates address security group configurations or network access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_redis_6379,deep_review,,none,"The compliance check is about a specific security group rule allowing internet ingress to Redis port 6379, but none of the provided catalog candidates address security group configurations or network access controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434,deep_review,,none,"The compliance check is about restricting SQL Server ports in security groups, but none of the candidates address network security group rules or port-level ingress controls."
ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,deep_review,,none,"The compliance check is about blocking Telnet port 23 ingress from the internet, but all candidates are about activity monitoring, logging, or unrelated security controls."
ibm_vsi_securitygroup_allow_wide_open_public_ipv4,deep_review,ibm.vpc.instance.no_public_ip_address,medium,"Both controls address restricting public IPv4 access, though the check name focuses on security group rules while the candidate focuses on instance-level public IP assignment."
ibm_vsi_securitygroup_common_ports_restricted,deep_review,,none,"The compliance check name is about restricting common ports in security groups, but none of the candidates address network security group rules or port restrictions."
ibm_vsi_securitygroup_from_launch_wizard,deep_review,,none,"The check name suggests a control related to security groups from a launch wizard, but none of the candidates address security group configuration or launch wizard usage."
ibm_vsi_securitygroup_not_used,deep_review,,none,"The check name 'ibm_vsi_securitygroup_not_used' suggests a control related to unused security groups, but none of the candidates address security group usage or configuration."
ibm_vsi_securitygroup_rdp_restricted,deep_review,ibm.vpc.security_group.no_unrestricted_rdp_access,high,"The check name directly references restricting RDP access via security groups, which matches the candidate rule's title and purpose exactly."
ibm_vsi_securitygroup_ssh_restricted,deep_review,ibm.vpc.security_group.no_unrestricted_ssh_access,high,The compliance check name 'ibm_vsi_securitygroup_ssh_restricted' directly matches candidate #7 'ibm.vpc.security_group.no_unrestricted_ssh_access' as both enforce SSH access restrictions on security groups.
ibm_vsi_securitygroup_with_many_ingress_egress_rules,deep_review,,none,"The compliance check is about security groups with excessive ingress/egress rules, but none of the candidates address security group rule counts or network access controls."
ibm_vsi_ssm_association_compliance,deep_review,ibm.scc.audit.compliance_violation,medium,"Both the compliance check name and the catalog rule are focused on compliance monitoring and violations, though the specific scope (VSI SSM association vs. general SCC compliance profiles) differs slightly."
ibm_vsi_stopped_instance,deep_review,ibm.vsi.activity.vsi_action,high,The check name 'ibm_vsi_stopped_instance' directly matches the candidate rule's description of monitoring stop actions on virtual servers.
ibm_vsi_transitgateway_auto_accept_vpc_attachments,deep_review,,none,"The compliance check is about Transit Gateway auto-accepting VPC attachments, but none of the candidates address Transit Gateway or VPC attachment acceptance controls."
ibm_vsi_vulnerability_scan_enabled,deep_review,,none,"The compliance check is about enabling vulnerability scanning for virtual server instances, but none of the candidates address vulnerability scanning or security assessments."
ibm_waf_global_webacl_logging_enabled,deep_review,ibm.vpc.load_balancer.logging_enabled,medium,"Both controls focus on enabling logging for web traffic protection services, though one is specifically for WAF and the other for load balancers."
ibm_wafv2_web_acl_logging_enabled,deep_review,ibm.vpc.load_balancer.logging_enabled,medium,"Both controls focus on enabling logging for network security components (WAF web ACL vs. load balancer), addressing the same logging visibility concept for different IBM Cloud services."
ibm_wafv2_webacl_logging_enabled,deep_review,ibm.vpc.load_balancer.logging_enabled,medium,"Both controls enforce logging for network security components (WAF web ACL vs. load balancer), focusing on the same concept of enabling logging for traffic inspection and audit purposes."
ibm_wafv2_webacl_rule_logging_enabled,deep_review,ibm.vpc.load_balancer.logging_enabled,medium,"Both controls focus on enabling logging for web traffic protection services (WAF vs load balancer), which are conceptually similar security logging requirements for network services."
ibm_watson_studio_notebook_instance_encryption_enabled,deep_review,,none,"The check name is about Watson Studio notebook instance encryption, but all candidates are for unrelated services like Secrets Manager, Event Streams, VPC, or Databases, none of which cover Watson Studio."
ibm_watson_studio_notebook_instance_without_direct_internet_access_configured,deep_review,,none,None of the candidates address Watson Studio notebook instances or direct internet access configuration.
ibm_wellarchitected_workload_no_high_or_medium_risks,deep_review,ibm.scc.audit.high_finding,high,Both the compliance check name and the catalog rule are focused on identifying and addressing high-severity security findings or risks in IBM Cloud environments.
ibm_workspaces_vpc_2private_1public_subnets_nat,deep_review,,none,"The compliance check name specifies a specific subnet architecture (2 private, 1 public with NAT), but none of the candidate rules address subnet configuration, NAT, or network topology design."
